,text,aspectCategory,polarity
781,"The service is spotty, sometimes really friendly and sometimes barely there.",service,conflict
782,Decor is minimalist and clean - nothing to distract or commend.,ambience,neutral
783,"His drinks are very inventive, delicious and classy.",food,positive
784,"Great food, great prices, great service.",price,positive
785,Awsome Pizza especially the Margheritta slice.,food,positive
786,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",ambience,positive
787,"Try ordering from the regular menu, then you would not regret!",food,positive
788,"Told us to sit anywhere, and when we sat he said the table was reserved.",service,negative
789,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",food,positive
790,"The crispy chicken wasn't for us, though.",food,negative
791,Food is great.,food,positive
792,There is a lot of variety even for people who eat vegetarian like me.,food,positive
793,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,food,positive
794,This place is incredibly tiny.,ambience,negative
795,"I didn't complain, I liked the atmosphere so much.",ambience,positive
796,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,service,negative
797,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",food,positive
798,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get.",service,positive
799,I've been to several places for Dim Sum and this has got to be the WORST.,food,negative
800,"The freshest, best variety, and the fastest delivery.",service,positive
801,Go to Volare for 1st class service and terrific food.,service,positive
802,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",ambience,positive
803,The people in the restaurant were pretty obnoxious and loud.,ambience,negative
804,"The sandwiches are dry, tasteless and way overpriced.",price,negative
805,Price no more than a Jersey deli but way better.,price,positive
806,The fried rice is really good too.,food,positive
807,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,service,positive
808,It's a steal!,price,positive
809,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",service,negative
810,I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,ambience,negative
811,"A very inviting restaurant, with friendly service.",ambience,positive
812,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",ambience,positive
813,The drinks are always welll made and wine selection is fairly priced.,price,positive
814,We also had shared a house salad that was fresh.,food,positive
815,The ceiling is amazing!,ambience,positive
816,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,food,negative
817,Not a small feat for good french food in the area.,food,positive
818,"The space is a bit too small for live music, so on  jazz nights, it can be loud and cramped.",ambience,negative
819,Food was average but tasty.,food,positive
820,Big Wong gets big Ups for a fine establishment.,ambience,positive
821,"The entree was bland and small, dessert was not inspired.",food,negative
822,Oh and it's too tiny for families with strollers.,ambience,negative
823,The staff was the friendliest that have seen in New York.,service,positive
824,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,conflict
825,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",food,conflict
826,Delicious food at a great price but do not go here on a cold day and sit by the front door.,ambience,negative
827,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",food,positive
828,"Overall, I'm still impressed that the place even exists and the prices are quite decent but then again, its Chinatown.",price,positive
829,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",ambience,conflict
830,Pizza was a little soggy.,food,negative
831,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food,positive
832,The Singapore Mai Fun had NO curry flavor whatsoever.,food,negative
833,The only problem is that the manager is a complete incompetent.,service,negative
834,The wine list is interesting and has many good values.,food,positive
835,Murray won't do it.,service,negative
836,I'm still mad that i had to pay for lousy food.,food,negative
837,Definite go if you're used to good Indian restaurant food from abroad.,food,positive
838,"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",ambience,positive
839,"By far, the best pizza in Manhattan.",food,positive
840,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",ambience,conflict
841,"Most people eat there seem to be typical Upper East Side snobs, so be aware.",ambience,negative
842,The waiter actually poured water on my hand and walked away.,service,negative
843,"The food is mostly made from scratch, fresh and well prepared.",food,positive
844,"Worse of all, $60 was erroneously added to our $80 bill.",service,negative
845,Too cold to enjoy.,ambience,negative
846,"NO more reservations, expensive tips and annoying stuff.",service,positive
847,Try the sea bass.,food,positive
848,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,price,positive
849,"Inside is a little cramped, but to be expected.",ambience,conflict
850,Sushi wasn't anything spectacular for the price.,food,neutral
851,"During our meal, the management came over and checked on us and even bought us a round of drinks.",service,positive
852,"But they don't have a toaster, which is strange.",service,negative
853,"So, for good food i'd recommend it, but not for a fun night out.",ambience,negative
854,The menu choices are similar but the taste lacked more flavor than it looked.,food,conflict
855,A must for all the Dosa lovers.,food,positive
856,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",food,positive
857,The appetizers are just OK and the main courses were decidedly subpar.,food,negative
858,Someone else recommended the dessert - we also left that.,food,negative
859,The exotic food is beautifully presented and is a delight in delicious combinations.,food,positive
860,The staff is very attentive and we can almost always get a table.,service,positive
861,"Try the mediterranean salad, it is a true experience for your taste buds!!",food,positive
862,"Of course, it is crowded but who cares.",ambience,conflict
863,People are always friendly.,service,positive
864,The cream cheeses are out of this world and I love that coffee!!,food,positive
865,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",food,positive
866,Service was prompt and courteous.,service,positive
867,It was not above ordinary and the beef version had cheap (undercooked) beef.,food,negative
868,"Chance is a small cozy restaurant, with a romantic feel to it, the decor is great.",ambience,positive
869,"It was nice and fresh, but I can't give it high scores on being authentic thai.",food,conflict
870,"Overall, worht every penny.",price,positive
871,"Got club soda, filled with ice, no lime.",service,negative
872,"Only wine and beer are served, but the house varities are actually quite good.",food,positive
873,My mouth starts to water merely thinking about the delight that is this restaurant.,food,positive
874,"Oh, and the complimentary pudding dessert was just enough- yummy!",food,positive
875,People dress in suits or evening gowns as well as shirts jeans.,ambience,neutral
876,we split a tasty vegetable samosa and the malai tikka wrap.,food,positive
877,Knowledge of the chef and the waitress are below average.,food,negative
878,Decent wine selection too.,food,positive
879,I have to say I have never had a disapointing meal here.,food,positive
880,"The place does get crowded, so I recommend going between 4-5 PM.",ambience,conflict
881,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,food,conflict
882,"Disappointing food, lousy service.",service,negative
883,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",service,positive
884,great place to go for a drink too because they have 100 kinds of beer.,food,positive
885,"Over price, and small portions .",price,negative
886,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",service,positive
887,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,service,negative
888,The food was well prepared and the service impecable.,service,positive
889,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",price,positive
890,"Good, dark atmosphere and the music is a nice touch.",ambience,positive
891,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",food,negative
892,But the thai is definitely not great -- bland and indistinguished.,food,negative
893,"Great for groups, great for a date, great for early brunch or a nightcap.",ambience,positive
894,Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.,ambience,positive
895,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,service,positive
896,"Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.",ambience,positive
897,Stuffing yourself with Japanese food is a rare thing.,food,neutral
898,While the food was good (certainly no Il Mulino) the service was horrendous.,service,negative
899,It is expensive but well worth the money.,price,conflict
900,Service is not what one would expect from a joint in this price category.,service,negative
901,Our family never expected such incredible entertainment in a restaurant.,ambience,positive
902,Great pizza for lunch place.,food,positive
903,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,price,negative
904,We were a group of 8 and well seved.,service,positive
905,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",service,positive
906,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",food,positive
907,Best dish is nori-wrapped tuna.,food,positive
908,The food was absolutely amazing!!,food,positive
909,Some servers make you feel like they are doing you a favor to bring you the food.,service,negative
910,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative
911,Mermaid Inn is an overall good restaurant with really good seafood.,food,positive
912,The staff is also attentive and friendly.,service,positive
913,The all you can eat deal is truly amazing here.,price,positive
914,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",price,negative
915,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,price,negative
916,All of the pizzas are terrific and the price is even better!,price,positive
917,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",ambience,negative
918,The food was good too.,food,positive
919,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",service,negative
920,The dining room is quietly elegant with no music to shout over -- how refreshing!,ambience,positive
921,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",food,positive
922,"Once you become a regular, you are treated as one.",service,positive
923,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,food,positive
924,Everyone treats you like you were part of the family.,service,positive
925,The white bean brushetta to start was incredible and the pasta was phenomenal.,food,positive
926,The rest of the menu is limited by everything is good eats.,food,conflict
927,The menu is nothing like the one on the website.,food,negative
928,"Great food, great lay out and awesome service.",service,positive
929,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,service,negative
930,We walked in on a Wednesday night and were seated promptly.,service,positive
931,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",service,positive
932,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",service,conflict
933,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,ambience,positive
934,"They have it all -- great price, food, and service.",price,positive
935,"The flavors are great, and the menu is extensive.",food,positive
936,"The food was amazing, the service was so attentive and personable, and how about that ambience!",service,positive
937,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",ambience,positive
938,The food has been consistant for years and it never lets you down.,food,positive
939,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,food,positive
940,"And forget what you read under me, the atmosphere isn't that bad either.",ambience,neutral
941,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",service,negative
942,sometimes i get good food and ok service.,service,neutral
943,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",price,negative
944,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",food,negative
945,The food was spicy and delicious.,food,positive
946,A little overpriced but worth it once you take a bite.,food,positive
947,Bartender was unable to tear himself away from friends at bar.,service,negative
948,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,negative
949,Dahkin also offers prix fixe lunch and buffet.,food,neutral
950,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",ambience,conflict
951,You can barely see who you are with never mind have a conversation.,ambience,negative
952,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive
953,Great place to grab a hot bagel on the way to work.,food,positive
954,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",food,negative
955,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",service,negative
956,"They brought glasses and the bottle, and just left the bottle at our table.",service,negative
957,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",price,negative
958,We were looking forward to nice glass of Sangria when we arrived.,food,positive
959,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,negative
960,"The service, however, was a bright flower in a garden.",service,positive
961,We've been to Grocery three times and not once has an item on the menu disappointed.,food,positive
962,"The food is very good too but for the most part, it's just regular food, nothing special.",food,conflict
963,A touch more jalapeno heat for contrast and it would have been very good indeed.,food,positive
964,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,food,neutral
965,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",ambience,positive
966,The location is perfect.,ambience,positive
967,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",food,conflict
968,The lunch special is an asbolute steal.,price,positive
969,This food is asian-air fusion.,food,neutral
970,Nothing fancy but really good food with pretty reasonable price.,price,positive
971,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,positive
972,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",ambience,conflict
973,There are a few Italian employees who may not speak the best English but for me that adds to the experience.,service,conflict
974,Not worth the prices.,price,negative
975,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,service,positive
976,Service was good and food is wonderful.,service,positive
977,She gets 10 for her excellent service and advice.,service,positive
978,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,food,positive
979,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",food,positive
980,And I say snacking because it really is not set up to be a proper dinner.,ambience,conflict
981,The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,ambience,positive
982,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,positive
983,(Always ask the bartender for the SEASONAL beer!!!,food,positive
984,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambience,positive
985,sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,price,positive
986,Service and food is what any one would expect when spending that type of money.,service,neutral
987,LOVE the atmosphere - felt like I was in Paris.,ambience,positive
988,Every course was better than the next.,food,positive
989,"Not cheap, but not that expensive either.",price,conflict
990,The staff is incredibly helpful and attentive.,service,positive
991,"If presentation and service is your thing, then this magic show works.",service,positive
992,"Apparently, the good cook works then.",food,positive
993,The Yellowtail was particularly good as well.,food,positive
994,Everyone is welcomed in as family.,service,positive
995,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,food,positive
996,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",food,negative
997,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",price,positive
998,Patroon features a nice cigar bar and has great staff.,ambience,positive
999,Very affordable and excellent ambient!,price,positive
1000,"More important, the sushi rivals the best in Tokyo.",food,positive
1001,I have never had cheescake like this.,food,positive
1002,"Bill a little high, but worth it.",price,conflict
1003,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",service,negative
1004,Its a go-to for dates as well as entertaining out of town guests.,ambience,positive
1005,Why do people rave about the ambience.,ambience,negative
1006,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",food,positive
1007,Great sushi experience.,food,positive
1008,"If you're looking for a great meal at a decent price, go to Del Frisco's!",price,positive
1009,They charge $6.00 for rice.,price,negative
1010,My steak au poivre was one of the worst I've had.,food,negative
1011,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambience,positive
1012,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",food,positive
1013,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",ambience,conflict
1014,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,service,positive
1015,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",service,positive
1016,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",food,conflict
1017,The place was real empty but that was because this was the first Sunday they ever opened.,ambience,conflict
1018,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,ambience,conflict
1019,"Ambience is delightful, service impeccable.",ambience,positive
1020,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",ambience,positive
1021,Tasty but expensive.,price,negative
1022,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,service,positive
1023,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",service,positive
1024,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,food,positive
1025,Although be warned their dinner menu to sit and take out prices are different.,price,neutral
1026,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",ambience,positive
1027,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",food,positive
1028,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,food,negative
1029,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,price,positive
1030,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,food,conflict
1031,"But for whatever reason, prices are about twice as high.",price,negative
1032,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,price,negative
1033,Great atmoshere and worth every bit.,ambience,positive
1034,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",food,positive
1035,The staff was knowledgeable and full of personality.,service,positive
1036,Great staff.,service,positive
1037,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",price,negative
1038,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",food,positive
1039,The banana tower is an amazing dessert as well.,food,positive
1040,"Excellent atmosphere, delicious dishes good and friendly service.",service,positive
1041,A cool place to hang with your friends for a couple of healthy drinks and desserts.,ambience,positive
1042,"Great vibe, lots of people.",ambience,positive
1043,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,conflict
1044,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,conflict
1045,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",ambience,negative
1046,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,food,negative
1047,Great food and the prices are very reasonable.,price,positive
1048,Wine list is not huge but def well selected.,food,conflict
1049,"A cool bar with great food, and tons of excellent beer.",ambience,positive
1050,"Be sure to try the seasonal, and always delicious, specials.",food,positive
1051,The ambience is authentic and relaxing and we have always received attentive and prompt service.,service,positive
1052,"Fresh, authentic, french cuisine in substantial portions.",food,positive
1053,"Drinks got screwed up, she acted put upon.",service,negative
1054,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,food,positive
1055,"At 5 dumplings for $1, you just cannot go wrong.",price,positive
1056,But the pizza is way to expensive.,price,negative
1057,"And the staff is also young, energeic and hot!!!!",service,positive
1058,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",food,positive
1059,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",service,conflict
1060,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,food,positive
1061,Good drink.,food,positive
1062,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",ambience,positive
1063,Romantic if you want it to be (brightly lit).,ambience,positive
1064,My chow fun and chow see was really bland and oily.,food,negative
1065,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",ambience,positive
1066,"we did notice however, that some tables had what looked like pita instead of naan.",service,negative
1067,"I didn't take a look at the rest menu, but the oysters were fantastic.",food,positive
1068,The grilled cheese at home afterwards was better.!!,food,negative
1069,We were pleasantly greeted.,service,positive
1070,The red sliding doors may be unique but they do not block off the cold air from the outside.,ambience,negative
1071,"Great service, great food.",service,positive
1072,"The food is expensive, but worth every bite.",food,positive
1073,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,negative
1074,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,service,negative
1075,In summer-eat outside on a terrace (another great feature of Suan)!!!,ambience,positive
1076,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",ambience,positive
1077,We did have to wait at the bar for approx.,service,negative
1078,"If you love seafood, you would love this place!",food,positive
1079,"Good, fast service.",service,positive
1080,Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,price,positive
1081,They charge different prices all the time.,price,negative
1082,"To dine at Thalia can be slightly deceiving because while its beautiful on the outside, its so bland on the inside.",ambience,conflict
1083,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",price,negative
1084,"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",food,positive
1085,"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",ambience,positive
1086,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,food,negative
1087,"In terms of the food itself -- nothing special, we limited ourselves to several appetizers.",food,neutral
1088,Love the Jazz bands on Fri and Sat.,ambience,positive
1089,"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.",service,conflict
1090,The servers give you some sample slices of your order while you wait (shortly I might add).,service,positive
1091,The service was ok.,service,neutral
1092,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",service,negative
1093,"Don't expect to sit down inside though, there are only a few tables and they are always full.",ambience,negative
1094,"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",ambience,positive
1095,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,positive
1096,The manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,service,negative
1097,it's the only place you can get yummy authentic japanese comfort food.,food,positive
1098,We took advanatage of the half price sushi deal on saturday so it was well worth it.,price,positive
1099,we came here on a crowded saturday night and were seated right away despite being 15 minutes late for our reservation.,service,positive
1100,"This place is cool enough to be in the East Village, but French enough to make you feel like you could be in a bistro in a back alley in Paris.",ambience,positive
1101,"The staff are attentive, and have smiles on their faces.",service,positive
1102,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,food,positive
1103,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",ambience,positive
1104,"Largest and freshest pieces of sushi, and delicious!",food,positive
1105,Even the pasta is delicious here (a rarity in New York pizza restaurants).,food,positive
1106,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",food,negative
1107,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",food,conflict
1108,After my 3rd time the manager remembered me and treated me like an usual customer.,service,positive
1109,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",food,positive
1110,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,service,negative
1111,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",food,positive
1112,Fish is so very fresh.,food,positive
1113,The prices were CHEAP compared to the quality of service and food.,service,positive
1114,"Top spot in town for Vietnamese classics, better than places that cost a lot more.",price,positive
1115,less wait time for me!,service,positive
1116,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",ambience,positive
1117,"The decor is really blah, and not at all hip or happening.",ambience,negative
1118,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",ambience,positive
1119,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",food,positive
1120,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,food,negative
1121,They have a huge selection of different cream cheeses and all of their salads are great.,food,positive
1122,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,food,positive
1123,The food was authentic.,food,positive
1124,The dim sum is delectable while the prices are quite easy on the wallet.,price,positive
1125,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",food,positive
1126,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,food,negative
1127,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,food,negative
1128,"We had reservations at 9pm, but was not seated until 10:15pm.",service,negative
1129,We had Pam's special fried fish and it was amazing.,food,positive
1130,There is no excuse for such lousy service!,service,negative
1131,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,food,positive
1132,"So, a little inconsistency there but either way, both pizzas were really good.",food,conflict
1133,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",price,negative
1134,Not enough wines by the glass either.,food,negative
1135,I had the duck breast special on my last visit and it was incredible.,food,positive
1136,I must say it's a little pricey for the food because it was not as spectacular as the view.,price,negative
1137,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,food,positive
1138,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",ambience,negative
1139,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive
1140,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",service,positive
1141,My wife had the fried shrimp which are huge and loved it.,food,positive
1142,"Everything I had was good, and I'm a eater.",food,positive
1143,One should not go to Lucky Strike for the food.,food,negative
1144,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,negative
1145,We could only get through an appetizer and cheese fondue.,food,neutral
1146,"To me it exemplifies Soho, cute, artsy, interesting.",ambience,positive
1147,"Try everything for that matter, it is all good.",food,positive
1148,Both times we waited well over a half hour for a table (even though we had reservations).,service,negative
1149,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",service,positive
1150,Try the green curry!!!,food,positive
1151,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,food,positive
1152,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive
1153,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",service,positive
1154,The food there are sastifying.,food,positive
1155,I highly recommend visiting this restaurant and having dinner and drinks!,food,positive
1156,The bar is very well stocked with interesting beers and well priced wines.,food,positive
1157,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",service,negative
1158,The food was good.,food,positive
1159,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",food,positive
1160,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",ambience,negative
1161,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,food,positive
1162,I particularly love their yellowfun tuna and their mussel selection.,food,positive
1163,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",ambience,positive
1164,The place was nice and calm.,ambience,positive
1165,Cheese plate is a varied delight and great bargain at $10.,price,positive
1166,I could have drank 4 glasses of water and still been parched - so watch out.,food,negative
1167,"When we sat, we got great and fast service.",service,positive
1168,"Most of the servers are very attentive, friendly and quite attractive.",service,positive
1169,Service is average.,service,neutral
1170,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,food,positive
1171,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",service,negative
1172,"The steak is good, the fish is good and the sushi was surprisingly great.",food,positive
